service;origin;destiny;color_id;stopsI;stopsR;scheduleI;scheduleR
B17;Huamachuco;Av. Arzobispo Valdivieso;1;PB1854-PB703-PB704-PB705-PB706-PB1311-PB1312-PB29-PB31-PB1314-PB1315-PB1316-PB1317-PB1318-PB397-PB1319-PB1320-PB1321-PB899-PB900-PB901-PB758-PB759-PB760-PB761-PB763-PB764-PB1302-PB1303-PB1304;PB1294-PB1295-PB1296-PB1297-PB1298-PB754-PB755-PB1323-PB1324-PB1646-PB1326-PB1327-PB1328-PB1329-PB1330-PB1331-PB1332-PB1333-PB1334-PB1335-PB1336-PB1337-PB1563-PB21-PB22-PB1522-PB1076-PB1077-PB1078-PB696-PB697-PB698-PB699-PB700-PB701-PB702;Sábado-05:30-00:00/Domingo y Festivos-05:30-00:00/Lunes a Viernes-05:30-00:00;Lunes a Viernes-05:30-00:00/Domingo y Festivos-05:30-00:00/Sábado-05:30-00:00
B18;Villa Pucara;(M) Vespucio Norte;1;PB1684-PB1685-PB1339-PB1340-PB490-PB491-PB468-PB417-PB999-PB446-PB447-PB503-PB1000-PB505-PB506-PB507-PB508-PB1341-PB1342-PB1343-PB124-PB125-PB1258;PB1228-PB1229-PB1230-PB1231-PB1232-PB1233-PB1234-PB1235-PB1236-PB1344-PB516-PB517-PB185-PB518-PB519-PB531-PB469-PB571-PB636-PB637-PB638-PB639-PB640-PB1720-PB1669-PB458-PB459-PB460-PB489-PB1345-PB1346-PB1679-PB1684;Sábado-05:30-00:00/Lunes a Viernes-05:30-00:00/Domingo y Festivos-05:30-00:00;Sábado-05:30-00:00/Lunes a Viernes-05:30-00:00/Domingo y Festivos-05:30-00:00
B18e;Villa Pucara;(M) Vespucio Norte;1;PB1684-PB1685-PB1339-PB1340-PB490-PB491-PB468-PB124-PB125-PB1575;PB1575-PB1228-PB1376-PB1567-PB1531-PB1845-PB1711-PB1712-PB1713-PB489-PB1345-PB1346-PB1679-PB1684;Lunes a Viernes-17:30-20:25/Lunes a Viernes-06:30-08:18;Lunes a Viernes-17:30-20:25/Lunes a Viernes-06:30-08:18
B19;Huechuraba;Camino Punta Mocha;1;PB233-PB965-PB1348-PB1349-PB1350-PB1351-PB1352-PB1353-PB1341-PB1342-PB1343-PB1354-PB1502-PB977-PB1355-PB1356-PB1357-PB1258-PB1228-PB1358-PB1227-PB721-PB722-PB723-PB724-PB330-PB332-PB333-PB334-PB335-PB336-PB337-PB338-PB339-PB1359-PB1360-PB1361-PB1362-PB780-PB781-PB782-PB783-PB736-PB737-PB784-PB738-PB786;PB735-PB1363-PB736-PB737-PB784-PB738-PB739-PB740-PB741-PB742-PB1364-PB1365-PB1366-PB1367-PB1368-PB295-PB296-PB297-PB298-PB299-PB300-PB1369-PB301-PB302-PB683-PB344-PB345-PB346-PB1702-PB1374-PB1375-PB1376-PB926-PB1377-PB1378-PB1234-PB1235-PB1236-PB1344-PB1379-PB1380-PB1381-PB1382-PB1383-PB1384-PB1220-PB1221-PB1222-PB1385-PB1386;;Sábado-05:30-00:00/Lunes a Viernes-05:30-00:00/Domingo y Festivos-05:30-00:00/Sábado-05:30-00:00/Lunes a Viernes-05:30-00:00/Domingo y Festivos-05:30-00:00
B20;Miraflores;Mapocho;1;PB1640-PB1543-PB1847-PB1520-PB1744-PB1517-PB1518-PB1521-PB1060-PB1661-PB1660-PB1644-PB787-PB788-PB53-PB54-PB55-PB56-PB57-PB1690-PB58-PB799-PB800-PB801-PB802-PB803-PB804-PB65-PB66-PB67-PB68-PB69-PB70-PB71-PB72-PB73-PB74-PB75-PB1389-PB1390-PB1391-PB428-PB429-PA329-PA476;PA380-PB865-PB866-PB867-PB430-PB1525-PB431-PB432-PB1392-PB1393-PB1394-PB1513-PB77-PB78-PB79-PB80-PB81-PB82-PB83-PB84-PB85-PB816-PB817-PB818-PB819-PB820-PB821-PB822-PB93-PB94-PB95-PB96-PB97-PB98-PB832-PB1704-PB1659-PB1658-PB1103-PB1549-PB1544-PB1540-PB1541-PB1542-PB1105;Domingo y Festivos-05:30-00:30/Lunes a Viernes-05:00-00:30/Sábado-05:30-00:30;Domingo y Festivos-05:30-00:30/Lunes a Viernes-05:00-00:30/Sábado-05:30-00:30
B21;Plaza Chacabuco;Lo Marcoleta;1;PB1498-PB1501-PB276-PB1277-PB1278-PB1279-PB1280-PB1281-PB1282-PB1283-PB326-PB1397-PB1398-PB1598-PB1146-PB1399-PB1400-PB1401-PB1701-PB1402-PB1403-PB1404-PB1405-PB1406-PB1407-PB1408-PB351-PB352-PB1156-PB1157-PB1158-PB1159-PB932-PB933-PB934-PB935-PB936-PB937-PB938-PB939-PB1237-PB448-PB449-PB450-PB451-PB452-PB453-PB454-PB455-PB456-PB520-PB521-PB522-PB1615-PB524-PB563-PB564-PB565-PB567-PB568-PB1595;PB534-PB536-PB537-PB538-PB539-PB540-PB1614-PB494-PB495-PB407-PB496-PB497-PB498-PB499-PB500-PB501-PB502-PB416-PB962-PB963-PB964-PB965-PB966-PB967-PB968-PB969-PB970-PB971-PB1167-PB1168-PB366-PB367-PB368-PB1223-PB1410-PB1735-PB1411-PB1412-PB1413-PB1414-PB1415-PB1416-PB1180-PB1508-PB1509-PB1269-PB1270-PB1271-PB1272-PB1273-PB1265-PB1274-PB1275-PB202-PB1499-PB1498;Lunes a Viernes-05:30-00:00/Domingo y Festivos-05:30-00:00/Sábado-05:30-00:00;Lunes a Viernes-05:30-00:00/Sábado-05:30-00:00/Domingo y Festivos-05:30-00:00
B22;Palacio Riesco;Urmeneta;1;PB1736-PB1420-PB1421-PB1636-PB1422-PB1423-PB1424-PB1425-PB302-PB683-PB344-PB345-PB346-PB1186-PB1229-PB1230-PB1231-PB1232-PB1233-PB1234-PB1235-PB1236-PB1426-PB1427-PB1428-PB1429-PB1430-PB1431-PB353-PB713-PB1432-PB1433-PB1722-PB1434-PB1435-PB1436-PB1412-PB1602-PB1437-PB1438-PB1439-PB1440-PB1613;PB1613-PB8-PB1511-PB1441-PB1442-PB1601-PB1402-PB1403-PB1404-PB1443-PB1444-PB1445-PB1446-PB1670-PB1447-PB1448-PB689-PB365-PB1156-PB1449-PB1450-PB1451-PB1452-PB1453-PB1454-PB1342-PB1343-PB1633-PB1634-PB1619-PB1358-PB1227-PB721-PB722-PB723-PB724-PB331-PB332-PB1455-PB1456-PB1457-PB1458-PB1459-PB1460-PB1737-PB765-PB766;Lunes a Viernes-05:30-23:40/Domingo y Festivos-05:30-23:00/Sábado-05:30-23:40;Domingo y Festivos-05:30-23:00/Sábado-05:30-23:40/Lunes a Viernes-05:30-23:40
B23;Reina MarÃ­a;Mapocho;1;PB1745-PB1314-PB1315-PB1316-PB1472-PB1473-PB1474-PB1475-PB1627-PB1476-PB1477-PB264-PB265-PB205-PB206-PB207-PB268-PB269-PB209-PB1276-PA476-PB670;PB670-PB864-PB211-PB212-PB213-PB1647-PB1478-PB1628-PB1479-PB1480-PB1481-PB1482-PB1335-PB1336-PB1464-PB1465-PB1466-PB1467-PB1469-PB1471;Domingo y Festivos-05:30-23:30/Lunes a Viernes-05:30-23:00/Sábado-05:30-23:00;Domingo y Festivos-05:30-23:00/Sábado-05:30-23:30/Lunes a Viernes-05:30-23:30
B24;Huamachuco;Mapocho;1;PB704-PB705-PB706-PB696-PB697-PB698-PB699-PB700-PB701-PB702-PB1083-PB1084-PB1085-PB1086-PB1087-PB1088-PB27-PB28-PB1572-PB1694-PB1570-PB805-PB806-PB807-PB808-PB809-PB376-PB377-PB378-PB379-PB380-PB381-PB382-PB383-PB384-PB385-PB1125-PB1126-PB1127-PB1128-PB316-PB317-PB318-PB864;PB864-PB211-PB212-PB213-PB386-PB387-PB388-PB389-PB390-PB391-PB392-PB393-PB394-PB395-PB396-PB810-PB811-PB812-PB813-PB814-PB1073-PB1074-PB1075-PB22-PB1483-PB1528-PB1484-PB1514-PB1515-PB1516-PB1079-PB1080;Sábado-05:30-23:40/Lunes a Viernes-05:30-23:40/Domingo y Festivos-05:30-23:40;Domingo y Festivos-05:30-23:40/Lunes a Viernes-05:30-23:41/Sábado-05:30-23:40
B25;(M) Vespucio Norte;(M) Cerro Blanco;1;PB1575-PB1229-PB1230-PB1231-PB1589-PB981-PB978-PB979-PB980-PB1579-PB1698-PB1699-PB1413-PB1414-PB1503-PB1566-PB1274-PB1275-PB202-PB263-PB203-PB264-PB265-PB205-PB758-PB759-PB761-PB313-PB756;PB757-PB276-PB1277-PB1278-PB1568-PB1512-PB1401-PB1701-PB1700-PB921-PB922-PB923-PB924-PB925-PB1567-PB124-PB125-PB1575;Sábado-05:30-23:00/Domingo y Festivos-05:30-23:00/Lunes a Viernes-05:30-23:40;Domingo y Festivos-05:30-23:15/Sábado-05:30-23:15/Lunes a Viernes-05:30-23:40
B26;El Cortijo;(M) Estacion Central;1;PB833-PB834-PB835-PB836-PB837-PB838-PB839-PB840-PB841-PB842-PB843-PB844-PB845-PB846-PB847-PB848-PB849-PB850-PB851-PB422-PB423-PB424-PB425-PB426-PB427-PB428-PB429-PJ1566-PJ1562-PJ1565-PJ1551-PJ1757-PJ54-PA1-PA599-PA2-PI169;PA597-PA14-PA15-PA562-PA552-PA563-PA707-PA5-PA6-PA7-PA8-PA725-PA696-PA387-PA388-PA713-PA705-PB432-PB433-PB434-PB435-PB436-PB437-PB1559-PB882-PB883-PB884-PB885-PB886-PB887-PB888-PB889-PB890-PB891-PB892-PB893-PB894-PB895-PB896-PB897-PB898-PB1853;Sábado-05:30-00:00/Lunes a Viernes-05:30-00:00/Domingo y Festivos-05:30-00:00;Domingo y Festivos-05:30-00:00/Lunes a Viernes-05:30-00:00/Sábado-05:30-00:00
B27;(M) Vespucio Norte;Mapocho;1;PB1575-PB1228-PB1702-PB1374-PB1375-PB1376-PB926-PB927-PB928-PB929-PB1430-PB1431-PB1622-PB688-PB1432-PB1433-PB1722-PB1434-PB1120-PB1121-PB16-PB1604-PB199-PB200-PB201-PB202-PB203-PB264-PB265-PB205-PB206-PB207-PB268-PB269-PB209-PB1276-PA476-PA477-PA409-PA410-PA411-PC505-PC506;PC1226-PC276-PC277-PA393-PA259-PA260-PA113-PB211-PB212-PB213-PB221-PB277-PB278-PB1645-PB1590-PB1671-PB1723-PB1670-PB1447-PB1448-PB1864-PB1156-PB1449-PB1450-PB973-PB974-PB975-PB976-PB977-PB1355-PB1356-PB1357-PB1575;;Lunes a Viernes-05:30-23:45/Sábado-05:30-23:40/Domingo y Festivos-05:30-23:40/Sábado-05:30-23:45/Lunes a Viernes-05:30-23:45/Domingo y Festivos-05:30-23:45
B28;Huamachuco;(M) EstaciÃ³n Central;1;PB699-PB700-PB701-PB702-PB1083-PB1084-PB1085-PB1086-PB1087-PB1088-PB1582-PB1641-PB108-PJ535-PJ536-PJ1739-PJ580-PJ581-PJ1729-PJ451-PJ282-PJ283-PJ284-PJ341-PJ342-PJ343-PJ1757-PA427-PA428-PA556-PA474-PA558-PA16-PA4-PA5-PA6-PA1-PA7-PJ54-PA725-PJ288-PJ289-PJ346-PJ47-PJ292-PJ458-PJ534-PJ593-PJ595-PJ596-PJ1932-PJ1753-PJ1752-PJ1931-PB25-PB26-PB27-PB1514-PB1515-PB1516-PB698-PB697-PB696-PB706-PB1079-PB705-PB1080-PB704;;;Domingo y Festivos-05:30-00:30/Sábado-05:30-00:30/Lunes a Viernes-05:30-00:30/Lunes a Viernes-05:30-00:30/Sábado-05:30-00:30/Domingo y Festivos-05:30-00:30
B29;Renca;(M) Santa Ana;1;PB1091-PB1092-PB1093-PB1094-PB1095-PB1096-PB1097-PB61-PB62-PB63-PB64-PB65-PB66-PB67-PB68-PB69-PB70-PB71-PB72-PB73-PB74-PB75-PB1389-PB1390-PB1391-PB428-PB429-PA352-PA50;PA303-PA245-PA265-PB430-PB1525-PB431-PB432-PB433-PB434-PB435-PB810-PB811-PB812-PB813-PB814-PB79-PB80-PB81-PB82-PB83-PB84-PB85-PB86-PB1709-PB87-PB88-PB89-PB90-PB1067-PB1569-PB1068-PB1069-PB1070-PB1071;Lunes a Viernes-06:30-08:18/Lunes a Viernes-17:30-20:25;Lunes a Viernes-06:30-08:16/Lunes a Viernes-17:30-20:25
B30N;Renca;Centro;1;PB1847-PB1520-PB1744-PB1517-PB1518-PB1521-PB1060-PB1661-PB1660-PB1061-PB1644-PB787-PB788-PB53-PB54-PB55-PB56-PB57-PB1690-PB58-PB799-PB800-PB801-PB802-PB803-PB804-PB65-PB66-PB67-PB68-PB69-PB70-PB71-PB72-PB805-PB806-PB807-PB808-PB809-PB376-PB377-PB378-PB379-PB380-PB381-PB382-PB383-PB384-PB385-PB269-PB209-PB1276-PB210-PA329-PA476-PA88-PA195-PA763-PA91;PA109-PA626-PA111-PA112-PA113-PB159-PB160-PB161-PB162-PB163-PB319-PB756-PB757-PB387-PB388-PB389-PB390-PB391-PB392-PB393-PB394-PB395-PB396-PB810-PB811-PB812-PB813-PB814-PB79-PB80-PB81-PB82-PB83-PB84-PB85-PB815-PB816-PB817-PB818-PB819-PB820-PB821-PB822-PB93-PB94-PB95-PB96-PB97-PB98-PB832-PB1704-PB1659-PB1658-PB1103-PB1549-PB1544-PB1540-PB1541-PB1848;;
B31N;Alameda;Quilicura;1;PA109-PA111-PA112-PA113-PB159-PB160-PB161-PB162-PB163-PB319-PB320-PB321-PB322-PB323-PB324-PB325-PB1397-PB1398-PB1146-PB1147-PB1148-PB1149-PB1150-PB921-PB922-PB923-PB924-PB925-PB926-PB927-PB928-PB929-PB930-PB931-PB932-PB933-PB934-PB935-PB936-PB937-PB938-PB939-PB446-PB447-PB1237-PB448-PB449-PB450-PB451-PB452-PB453-PB552-PB553-PB554-PB555-PB556-PB557-PB558-PB1239-PB1240-PB1241-PB493-PB1242-PB945-PB572-PB946-PB573-PB1243-PB1244-PB1245-PB566-PB567-PB568-PB1595;PB541-PB534-PB536-PB1246-PB1247-PB1248-PB1249-PB569-PB1250-PB1680-PB570-PB956-PB1251-PB1252-PB1253-PB1254-PB1255-PB544-PB545-PB546-PB547-PB548-PB549-PB1256-PB1257-PB499-PB500-PB501-PB502-PB416-PB417-PB962-PB963-PB964-PB965-PB966-PB967-PB968-PB969-PB970-PB971-PB972-PB973-PB974-PB975-PB976-PB977-PB978-PB979-PB980-PB1579-PB1175-PB1176-PB1177-PB1178-PB1179-PB1180-PB1508-PB1509-PB308-PB309-PB310-PB311-PB312-PB313-PB314-PB315-PB316-PB317-PB318-PA88-PA195-PA763-PA91;;
C01;(M) Francisco Bilbao;Cerro 18;1;PC618-PC582-PC583-PC584-PC54-PC55-PC56-PC585-PC160-PC161-PC162-PC163-PC1066-PC165-PC278-PC279-PC280-PC281-PC282-PC283-PC284-PC285-PC286-PC287-PC236-PC237-PC239-PC288-PC289-PC351-PC352-PC353-PC354-PC355-PC356-PC1041-PC357-PC358-PC359-PC360-PC361-PC362-PC363-PC588-PC589-PC590-PC591-PC592-PC593-PC1113-PC594-PC1114-PC595-PC596-PC598-PC599;PC602-PC1113-PC594-PC1114-PC595-PC596-PC597-PC603-PC604-PC605-PC1088-PC437-PC438-PC439-PC606-PC607-PC1019-PC608-PC609-PC610-PC611-PC612-PC613-PC614-PC615-PC1117-PC616-PC291-PC292-PC240-PC241-PC242-PC115-PC293-PC116-PC294-PC295-PC296-PC297-PC298-PC299-PC300-PC177-PC178-PC179-PC180-PC181-PC182-PC74-PC75-PC76-PC77-PC78-PC79-PC80-PC486-PC487-PC618;Lunes a Viernes-05:30-00:30/Domingo y Festivos-05:30-00:40/Sábado-05:30-00:40;Lunes a Viernes-05:30-00:30/Domingo y Festivos-05:30-00:40/Sábado-05:30-00:40
C01c;(M) Escuela Militar;La Ermita ;1;PC160-PC161-PC162-PC163-PC1066-PC165-PC278-PC279-PC280-PC281-PC282-PC283-PC284-PC285-PC286-PC287-PC236-PC237-PC239-PC288-PC289-PC351-PC352-PC353-PC354-PC355-PC356-PC1041-PC357-PC733-PC734;PC721-PC722-PC1095-PC609-PC610-PC611-PC612-PC613-PC614-PC615-PC1117-PC616-PC291-PC292-PC240-PC241-PC242-PC244-PC115-PC293-PC116-PC294-PC295-PC296-PC297-PC298-PC299-PC300-PC177-PC178-PC179-PC180-PC181-PC182;;Lunes a Viernes-17:30-21:23/Lunes a Viernes-06:30-09:25/Lunes a Viernes-17:00-21:23/Lunes a Viernes-06:30-09:25
C02;San Carlos De Apoquindo;(M) Escuela Militar;1;PC621-PC407-PC622-PC623-PC624-PC1047-PC1048-PC626-PC627-PC420-PC421-PC422-PC315-PC316-PC121-PC122-PC174-PC1105-PC175-PC176-PC177-PC178-PC179-PC180-PC181;PC586-PC161-PC162-PC163-PC164-PC165-PC166-PC167-PC168-PC137-PC1064-PC138-PC170-PC396-PC397-PC628-PC629-PC630-PC1049-PC633-PC634-PC635-PC636-PC637;Lunes a Viernes-00:00-23:59/Domingo y Festivos-00:00-23:59/Sábado-00:00-23:59;Lunes a Viernes-00:00-23:59/Domingo y Festivos-00:00-23:59/Sábado-00:00-23:59
C02c;San Carlos De Apoquindo;(M) Los Dominicos;1;PC622-PC623-PC624-PC1047-PC1048-PC626-PC627-PC420-PC421-PC422-PC315-PC316-PC1067;PC1064-PC138-PC170-PC396-PC397-PC628-PC629-PC630-PC1049-PC633-PC634-PC635-PC636;Domingo y Festivos-06:30-22:48/Sábado-06:30-22:50/Lunes a Viernes-06:30-21:23;Lunes a Viernes-06:30-21:23/Sábado-06:30-22:50/Domingo y Festivos-06:30-22:48
C03;Rotonda Perez Zukjovic;Vital Apoquindo;1;PC640-PC641-PC642-PC643-PC1127-PC66-PC644-PC645-PC646-PC648-PC650-PC651-PC649-PC652-PC1155-PC653-PC654-PC1084-PC655-PC656-PC657-PC658-PC659-PC660-PC661-PC117-PC118-PC119-PC120-PC1067-PC662-PC663-PC664-PC665-PC1061-PC448-PC449-PC450-PC451-PC666-PC667;PC668-PC669-PC670-PC671-PC672-PC673-PC674-PC675-PC676-PC677-PC678-PC1134-PC679-PC173-PC1068-PC139-PC140-PC141-PC142-PC143-PC680-PC1085-PC681-PC682-PC683-PC684-PC1083-PC685-PC686-PC687-PC688-PC689-PC690-PC691-PC1131-PC692-PC693-PC694-PC67-PC1146-PC264-PC265-PC266-PC639-PC640;Lunes a Viernes-05:30-23:40/Sábado-06:30-23:40/Domingo y Festivos-06:30-23:00;Domingo y Festivos-06:30-23:30/Lunes a Viernes-05:30-23:30/Sábado-06:30-23:45
C03c;Lo Gallo;Vital Apoquindo;1;PC655-PC656-PC657-PC658-PC659-PC660-PC661-PC117-PC118-PC119-PC120-PC1067-PC662-PC663-PC664-PC665-PC1061-PC448-PC449-PC450-PC451-PC666-PC667;PC668-PC669-PC670-PC671-PC672-PC673-PC674-PC675-PC676-PC677-PC678-PC1134-PC679-PC173-PC1068-PC139-PC140-PC141-PC142-PC143-PC680-PC1085-PC681-PC682-PC683;Lunes a Viernes-06:30-09:18/Lunes a Viernes-17:30-20:18;Lunes a Viernes-17:30-20:18/Lunes a Viernes-06:30-09:29
C04;Vital Apoquindo;(M) Manuel Montt;1;PC668-PC669-PC670-PC671-PC672-PC673-PC448-PC449-PC450-PC451-PC476-PC1089-PC1093-PC477-PC478-PC541-PC1030-PC542-PC543-PC544-PC545-PC546-PC547-PC548-PC549-PC550-PC551-PC552-PC553-PC554-PC699-PC555-PC556-PC557-PC700-PC701-PC702-PC703-PC704-PC705-PC706-PC707-PC708-PC1017-PC709-PC710;PC150-PC1-PC151-PC368-PC711-PC712-PC713-PC714-PC715-PC716-PC717-PC718-PC510-PC511-PC512-PC513-PC514-PC515-PC516-PC517-PC518-PC519-PC520-PC521-PC522-PC1124-PC1109-PC523-PC524-PC525-PC526-PC527-PC528-PC1143-PC529-PC307-PC308-PC452-PC666-PC667;Lunes a Viernes-05:30-22:45/Domingo y Festivos-06:30-22:43/Sábado-06:30-22:43;Sábado-06:30-22:43/Domingo y Festivos-06:30-22:43/Lunes a Viernes-05:30-22:42
C05;La Ermita;(M) Francisco Bilbao;1;PC719-PC1112-PC720-PC721-PC722-PC1095-PC610-PC611-PC612-PC613-PC614-PC615-PC1117-PC616-PC291-PC292-PC240-PC241-PC242-PC244-PC115-PC293-PC116-PC294-PC723-PC724-PC725-PC726-PC727-PC1062-PC123-PC124-PC1038-PC125-PC443-PC126-PC127-PC128-PC482-PC483-PC484-PC112-PC485-PC486-PC487-PC618;PC618-PD476-PD477-PD478-PD224-PD479-PD480-PD481-PC728-PC129-PC130-PC131-PC132-PC1034-PC133-PC134-PC135-PC136-PC729-PC730-PC731-PC732-PC142-PC285-PC286-PC287-PC236-PC237-PC239-PC288-PC289-PC351-PC352-PC353-PC354-PC355-PC356-PC1041-PC357-PC733-PC734-PC735-PC736-PC1111;Domingo y Festivos-06:30-00:30/Sábado-05:30-00:30/Lunes a Viernes-05:30-00:30;Sábado-05:30-00:30/Domingo y Festivos-06:30-00:30/Lunes a Viernes-05:30-00:30
C06;Vital Apoquindo;(M) Tobalaba;1;PC667-PC668-PC669-PC670-PC671-PC672-PC673-PC448-PC449-PC450-PC451-PC476-PC1089-PC1093-PC477-PC478-PC541-PC1030-PC542-PC543-PC544-PC545-PC546-PC547-PC548-PC549-PC550-PC551-PC552-PC553-PC554-PC699-PC555-PC556-PC557-PC391-PC392-PC393-PC394-PC1107;PC738-PC379-PC380-PC510-PC511-PC512-PC513-PC514-PC515-PC516-PC517-PC518-PC519-PC520-PC521-PC522-PC1124-PC1109-PC523-PC524-PC525-PC526-PC527-PC528-PC1143-PC529-PC307-PC308-PC452-PC666-PC667;Lunes a Viernes-05:30-00:30/Domingo y Festivos-05:30-00:30/Sábado-05:30-00:30;Domingo y Festivos-05:30-00:30/Sábado-05:30-00:30/Lunes a Viernes-05:30-00:30
C07;La Piramide;(M) Francisco Bilbao;1;PC1118-PC740-PC741-PC742-PC744-PC745-PC746-PC747-PC748-PC750-PC751-PC1035-PC102-PC103-PC104-PC105-PC752-PC106-PC107-PC108-PC109-PC110-PC111-PC112-PC485-PC486-PC487-PC618;PC618-PD476-PD477-PD478-PD224-PC89-PC90-PC91-PC92-PC93-PC94-PC95-PC96-PC97-PC98-PC99-PC100-PC753-PC754-PC755-PC756-PC757-PC758-PC759-PC760-PC761-PC762-PC763-PC764-PC1120-PC1119;Domingo y Festivos-06:30-22:45/Lunes a Viernes-05:30-22:53/Sábado-05:30-22:48;Domingo y Festivos-06:30-23:00/Lunes a Viernes-05:30-23:40/Sábado-05:30-23:15
C08;Camino Real;Cantagallo;1;PC765-PC766-PC767-PC768-PC769-PC770-PC771-PC772-PC773-PC774-PC941-PC775-PC776-PC777-PC778-PC779-PC780-PC781-PC782-PC1123-PC616;PC423-PC424-PC425-PC426-PC427-PC428-PC786-PC787-PC1069-PC788-PC789-PC790-PC791-PC792-PC793-PC371-PC794-PC795-PC796-PC797-PC798;Sábado-05:30-22:46/Lunes a Viernes-05:30-22:47/Domingo y Festivos-05:30-22:47;Lunes a Viernes-05:30-22:42/Sábado-05:30-22:43/Domingo y Festivos-05:30-22:43
C09;La Dehesa;Nueva Bilbao;1;PC799-PC800-PC801-PC802-PC803-PC804-PC805-PC806-PC779-PC780-PC781-PC782-PC1123-PC807-PC808-PC809-PC810-PC812-PC813-PC814-PC815-PC816-PC817-PC407-PC622-PC623-PC818-PC819-PC820-PC821-PC822-PC823-PC824-PC825-PC826-PC478-PC541-PC311-PC312-PC313-PC172-PC1020-PC662-PC663-PC664-PC665-PC1061-PC448-PC449-PC450-PC451-PC666-PC667;PC668-PC669-PC670-PC671-PC672-PC673-PC674-PC675-PC676-PC677-PC678-PC1134-PC679-PC1139-PC1138-PC302-PC303-PC304-PC305-PC306-PC1115-PC829-PC830-PC831-PC832-PC833-PC834-PC835-PC634-PC635-PC636-PC637-PC836-PC837-PC838-PC811-PC840-PC841-PC842-PC843-PC844-PC423-PC424-PC425-PC426-PC427-PC428-PC845-PC846-PC847-PC848-PC849-PC850-PC851;Lunes a Viernes-05:30-23:00/Sábado-05:30-23:30/Domingo y Festivos-05:30-23:30;Domingo y Festivos-05:30-23:30/Sábado-05:30-23:30/Lunes a Viernes-05:30-23:00
C10e;(M) Tobalaba;Camino Juan Pablo Ii;1;PC1220-PC1063-PC1040-PC939-PC1228-PC790-PC791-PC792-PC793-PC371-PC911-PC912-PC1110-PC913-PC914-PC1102-PC1100-PC1097;PC1098-PC1099-PC1101-PC907-PC908-PC909-PC910-PC1094-PC769-PC770-PC771-PC772-PC773-PC774-PC942-PC943-PC1071-PC1220;Lunes a Viernes-17:00-19:23/Lunes a Viernes-05:30-09:54;Lunes a Viernes-16:30-20:24/Lunes a Viernes-05:30-08:54
C11;(M) Escuela Militar;Tabancura;1;PC876-PC58-PC59-PC60-PC321-PC322-PC323-PC99-PC877-PC878-PC879-PC880-PC881-PC882-PC883-PC885-PC886-PC887-PC888-PC234-PC329-PC330-PC331;PC331-PC680-PC896-PC897-PC898-PC899-PC900-PC901-PC902-PC903-PC904-PC905-PC965-PC72-PC73-PC906;Lunes a Viernes-05:30-23:40/Sábado-05:30-00:30/Domingo y Festivos-06:30-00:30;Lunes a Viernes-05:30-23:50/Domingo y Festivos-06:30-00:45/Sábado-05:30-00:45
C12;Camino Juan Pablo Ii;Cantagallo;1;PC1098-PC1099-PC1101-PC907-PC908-PC909-PC910-PC1094-PC769-PC770-PC771-PC772-PC773-PC774-PC941-PC775-PC776-PC777-PC778-PC779-PC780-PC781-PC782-PC1123-PC616;PC423-PC424-PC426-PC427-PC428-PC786-PC787-PC1069-PC788-PC789-PC790-PC791-PC792-PC793-PC371-PC911-PC912-PC1110-PC913-PC914-PC1102-PC1100-PC1097;Lunes a Viernes-05:30-22:42/Domingo y Festivos-06:30-23:00/Sábado-06:30-22:46;Lunes a Viernes-05:30-22:30/Domingo y Festivos-06:30-22:48/Sábado-06:30-22:43
C13;Cantagallo;La Laguna;1;PC423-PC424-PC425-PC852-PC853-PC588-PC589-PC590-PC854-PC855-PC915-PC916;PC917-PC918-PC919-PC920-PC921-PC922-PC923-PC924-PC925-PC873-PC874-PC875-PC437-PC438-PC439-PC440-PC364-PC365-PC1123-PC616;Sábado-06:30-22:30/Domingo y Festivos-06:30-22:30/Lunes a Viernes-06:30-21:00;Sábado-06:30-22:35/Domingo y Festivos-06:30-22:36/Lunes a Viernes-06:30-21:10
C14;(M) Escuela Militar;Los Trapenses;1;PC617-PC926-PC927-PC928-PC929-PC930-PC931-PC1142-PC933-PC97-PC98-PC99-PC100-PC934-PC935-PC936-PC938-PC1077-PC1076-PC1063-PC1040-PC939-PC1228-PC790-PC791-PC792-PC793-PC371-PC911-PC912-PC1110-PC913-PC914;PC907-PC908-PC909-PC910-PC1094-PC769-PC770-PC771-PC772-PC773-PC774-PC942-PC943-PC1071-PC1078-PC1075-PC1074-PC944-PC945-PC946-PC1021-PC1035-PC102-PC103-PC1144-PC950-PC951-PC620-PC180-PC181-PC617;Lunes a Viernes-05:30-23:00/Domingo y Festivos-05:30-23:00/Sábado-05:30-23:00;Sábado-05:30-23:40/Lunes a Viernes-05:30-23:30/Domingo y Festivos-05:30-23:24
C15;(M) Escuela Militar;Estoril;1;PC876-PC58-PC59-PC60-PC321-PC322-PC323-PC324-PC325-PC326-PC1224-PC327-PC328-PC1053-PC285-PC1052-PC1055-PC1056-PC1054;PC891-PC331-PC332-PC333-PC334-PC335-PC336-PC337-PC952-PC953-PC1018-PC71-PC72-PC73-PC906;Lunes a Viernes-05:30-22:42/Sábado-05:30-22:48/Domingo y Festivos-06:30-22:47;Lunes a Viernes-05:30-22:47/Sábado-05:30-23:00/Domingo y Festivos-06:30-23:00
