CODIGO;ENTIDAD;NOMBRE FANTASIA;DIRECCION;COMUNA;HORARIO REFERENCIAL;ESTE;NORTE;LONGITUD;LATITUD
88233;Fullcarga;YASNITA Y CARLITOS EST CE;ANTARTICA 4730;ESTACION CENTRAL;;342166;6295329;-70.69929737;-33.47005404
88234;Fullcarga;LUIS MORA CERRILLOS;CALLE FELIX MARGOZ 844;CERRILLOS;;340719;6293037;-70.71528509;-33.49056193
88235;Fullcarga;JUANA SAAVEDRA VILLASECA;LOS PINGUINOS 4534;ESTACION CENTRAL;;342423;6295177;-70.69655687;-33.47146035
88237;Fullcarga;MINIMARKET JUAN PABLO;LAS REJAS SUR 1434;ESTACION CENTRAL;;341766;6294879;-70.70340285;-33.47404759
88238;Fullcarga;MINIMARKET FULL;LOS DURAZNOS 352-A;ESTACION CENTRAL;;341120;6295723;-70.71041122;-33.46630304
88241;Fullcarga;ALMACENLA ESKINA;LUIS INFANTE CERDA 6011;ESTACION CENTRAL;;341421;6294667;-70.7071570901241;-33.4756975647495
88246;Fullcarga;SANTA TERESITA LO ESPEJO;AV. CENTRAL CARD. SILVA HENRIQUEZ 6749;LO ESPEJO;;343087;6291154;-70.689894;-33.50783
88248;Fullcarga;L MASEL LO ESPEJO;NUEVE DE ENERO 3174;LO ESPEJO;;342390;6288944;-70.697252516631;-33.5274762610669
88348;Fullcarga;INVERSIONES ENEX S.A.;RUTA 5 SUR (CHENA) KM 20;SAN BERNARDO;;340679;6280482;-70.717226;-33.603480
88403;Fullcarga;BOTILLERIA GILBERTO HUECH;LOS TEHUELCHES 5832;HUECHURABA;;347574;6306673;-70.63843017;-33.36827503
88444;Fullcarga;LOS LAGOS - PENALOLEN;LOS LAGOS 2751;PENALOLEN;;354693;6294096;-70.5639700679861;-33.4826560897059
88637;Fullcarga;FARM LA FE LO ESPEJO;AV. CENTRAL 7821;LO ESPEJO;;342570;6289833;-70.695889;-33.519935
88682;Fullcarga;BAZAR LOS CRUCES;MAR DE CHILE 1741-A;CERRO NAVIA;;335950;6301186;-70.764905;-33.4164266666667
88690;Fullcarga;LUCAS;AV. DORSAL 628;RECOLETA;;347124;6303482;-70.64381485875707;-33.39698209248796
88692;Fullcarga;GOOD LUCK;RECOLETA 901;RECOLETA;;347105;6300741;-70.6444796376811;-33.4216926086956
88695;Fullcarga;MARIBEL REINUM CATALAN;PIRAMIDE 247;SAN JOAQUIN;;349154;6291798;-70.623955;-33.5026074999999
88842;Fullcarga;SHELL CHILE - BELLAVISTA;AV. BELLAVISTA 151;RECOLETA;;347545;6299383;-70.63999388497152;-33.43411096033961
88995;Fullcarga;EMILIO MAURICIO;GANDARILLAS 60;PUENTE ALTO;;353743;6280294;-70.57702913;-33.60737205
88999;Fullcarga;NUESTROS QUERUBINES;EL BOSQUE 10682 ;LA PINTANA;;348254;6285434;-70.63471979114216;-33.559856360045956
89001;Fullcarga;LUIS EVARISTO MARQUEZ LUENGO;ISLA ISAFO 01542;PUENTE ALTO;;354560;6284865;-70.56690723250715;-33.5659865142446
89012;Fullcarga;JAVI;MARIANO LATORRE 9278;LO ESPEJO;;341922;6288727;-70.7023239506173;-33.5292569135802
89035;Fullcarga;MINIMARKET ESPERANZA;ESPERANZA 1394;SANTIAGO;;344163;6299897;-70.6768387;-33.42927823
89246;Fullcarga;JUAN OMAR PEZZO ZONCO;VICUÑA MACKENNA S/N;LA FLORIDA;;351738;6289188;-70.596580229;-33.526503299
89334;Fullcarga;KARINA;COQUIMBO 395;SANTIAGO;;347883;6297166;-70.6372928;-33.45443709
89406;Fullcarga;CAMILA SANTIAGO;SAN PABLO 2811;SANTIAGO;;344356;6299250;-70.6748631295928;-33.4350232069459
89413;Fullcarga;EL PAJARO LOCO;ALTIPLANO 1996;PENALOLEN;;354741;6294959;-70.56331401960783;-33.47488098039215
89590;Fullcarga;SHELL CHILE - STA MARIA;AV. SANTA MARIA 6730;VITACURA;;353945;6305822;-70.5706820194486;-33.3772342092457
89650;Fullcarga;TIO ARTURO CERRILLOS;CALLE SAN ANDRES 4165 A;CERRILLOS;;343181;6294018;-70.68860565;-33.48202372
89653;Fullcarga;ALMACEN LA PLAZA;COSTANERA NORTE 144;CERRILLOS;;340062;6293991;-70.7214022256729;-33.4815197825879
89654;Fullcarga;VIOLETA LO ESPEJO;AV. MAIPU 6944;LO ESPEJO;;343365;6290819;-70.68718576;-33.51089325
89655;Fullcarga;PANADERIA VILLA MEXICO CE;LOS TILOS 472;CERRILLOS;;339370;6291130;-70.73012568;-33.50749194
89656;Fullcarga;TIO PANCHO;UNO PONIENTE 7537;LO ESPEJO;;342505;6290517;-70.6957373259771;-33.5133131003161
89661;Fullcarga;LUIS RAMIREZ RABIE CERRIL;CIUDAD DE MEXICO 302 H;CERRILLOS;;338756;6290845;-70.7367877;-33.50997063
89665;Fullcarga;BAZAR FREDDY;CHILLAN 1247;RENCA;;342219;6302176;-70.69752546;-33.4083333
89666;Fullcarga;ALMACEN EL PROGRESO RENCA;BALMACEDA 4804;RENCA;;340256;6302882;-70.71849915;-33.40167963
89667;Fullcarga;EL MIRADOR CERRILLOS;EL MIRADOR 504;CERRILLOS;;340386;6291441;-70.71914043;-33.50484491
89668;Fullcarga;LIBRERIA FERNANDA;CALLE BRASIL 7093 2;RENCA;;337931;6302940;-70.74352373;-33.40067198
89670;Fullcarga;LAS MARGARITAS RENCA;LAS MARGARITAS 2426;RENCA;;342094;6304035;-70.69846789;-33.3915755
89674;Fullcarga;FERMIN RENCA;AV. FRESIA 2320;RENCA;;342431;6303995;-70.69486567;-33.39196234
89676;Fullcarga;MAITE;OCHO DE ENERO 4190;ESTACION CENTRAL;;342853;6295630;-70.6910943585002;-33.4672725883322
89683;Fullcarga;E.VON CHRISMAR LA REINA;PRINCIPE DE GALES 7141;LA REINA;;355192;6298982;-70.55857771;-33.43895801
89690;Fullcarga;SANTOS SN RAMON;BOLIVIA 1729;SAN RAMON;;347378;6287768;-70.64451891;-33.5389786
89696;Fullcarga;BRUNO;CENTRAL 7284;LO ESPEJO;;342846;6290606;-70.6920552399804;-33.5125607829023
89698;Fullcarga;EL CID;CLAUDIO MATTE PEREZ 4838;MACUL;;353262;6295120;-70.5799426416924;-33.4735094219254
89699;Fullcarga;SANTA IRMA LO ESPEJO;BOYERO 7750;LO ESPEJO;;342982;6289559;-70.691424;-33.522305
89703;Fullcarga;ALEBAR MACUL;FABRICIANO GONZALEZ URZUA 6054;MACUL;;351738;6291216;-70.59700028;-33.50850691
89704;Fullcarga;EL TIO BARNY;PASAJE UCRANIA 7648;CERRILLOS;;339291;6293029;-70.73061086878;-33.4904661345363
89705;Fullcarga;ROSITA CERRILLOS;REAL AUDENCIA 1655;CERRILLOS;;339359;6291592;-70.73016346;-33.50332886
89706;Fullcarga;DONDE EL POLLO;ISLA DECEPCION  202- A;LO PRADO;;340803;6297354;-70.71354405;-33.45166288
89707;Fullcarga;ACAR LA GRANJA;LO SIERRA 0741;LA GRANJA;;350000;6287329;-70.615605358283;-33.5431375750495
89708;Fullcarga;BOTILLERIA DON PATO;EL MIRADOR 529;CERRILLOS;;340330;6291481;-70.71972763;-33.50447589
89709;Fullcarga;VITOCO SN RAMON;RIQUELME 2054;SAN RAMON;;348047;6286503;-70.63753235;-33.5504811
89712;Fullcarga;CARGA BIP HILDELITA;ROBLES 13439;LO BARNECHEA;;359571;6307700;-70.5099382406955;-33.3607451844881
89713;Fullcarga;LA ESCALA SUR LO BARNECHE;CIRCUNVALACION SUR 920 D;LO BARNECHEA;;360341;6307859;-70.5010613358586;-33.3593149545454
89715;Fullcarga;ALO;BOROA 6129;PEDRO A. CERDA;;344433;6291373;-70.6748383333333;-33.5057642424242
89716;Fullcarga;CHELITA LO ESPEJO;12 SUR 3132;LO ESPEJO;;342523;6290817;-70.689943;-33.512967
89717;Fullcarga;D Y D LO ESPEJO;CALLE 6 PONIENTE 7149;LO ESPEJO;;342307;6290910;-70.6978067310061;-33.5097463521859
89720;Fullcarga;MONSERRAT SN RAMON;VENANCIA LEIVA 1320;SAN RAMON;;346614;6285969;-70.65304749;-33.55509385
89723;Fullcarga;SANTA TERESA LO ESPEJO;3 SUR 3834;LO ESPEJO;;343376;6290894;-70.6862966873322;-33.5099296891458
89741;Fullcarga;MARIA JOSE PEDRO A CERDA;RAUL FUICA  5061;PEDRO A. CERDA;;344200;6292892;-70.67780421;-33.49244152
89744;Fullcarga;DASIA PEDRO A CERDA;AV. CLUB HIPICO 5005;PEDRO A. CERDA;;344894;6292544;-70.67058964;-33.49558001
89747;Fullcarga;LOBUSAN;VALENZUELA LLANOS 3215;PEDRO A. CERDA;;344258;6294344;-70.6768374687782;-33.4791432439108
89945;Fullcarga;SANTA ANA;NAVIDAD 2118;PEDRO A. CERDA;;344380;6291234;-70.6754233736979;-33.5070128867187
89953;Fullcarga;LOS CANETES;MAIPU 6190;PEDRO A. CERDA;;343658;6291821;-70.68373839;-33.50204394
90311;Fullcarga;EL CHIMBOTANO;SANTA ISABEL 570;SANTIAGO;;347334;6297570;-70.64256167;-33.45031561
90891;Fullcarga;EBEN EZER - ESTACION CENTRAL;LOS PINGUINOS 4480;ESTACION CENTRAL;;342479;6295194;-70.69576253;-33.47143494
90980;Fullcarga;SHELL CHILE - SANTA MARTA;AV. SANTA MARTA DE HUECHURABA 6440;HUECHURABA;;344220;6307011;-70.67442406947181;-33.36486257905579
90992;Fullcarga;EL RINCONCITO - LA FLORIDA;LAS HORTENSIAS 8544;LA FLORIDA;;353566;6288782;-70.57696599999997;-33.530418833333314
91449;Fullcarga;SR DE MURUHUAY;RIVERA 1558;INDEPENDENCIA;;345997;6300292;-70.657049;-33.4259786666667
91456;Fullcarga;FRANCESCA;MAPOCHO 2352;SANTIAGO;;344800;6299572;-70.6701361289357;-33.4322847335308
91684;Fullcarga;ARAKNIDO;JUAN BENITO JOFRE 570;RECOLETA;;347440;6304743;-70.6401961280144;-33.385657436908
91975;Fullcarga;LA PIA;FROILAN ROA 5023;MACUL;;351345;6292170;-70.6003179945552;-33.4996806663856
91977;Fullcarga;EL BAZAR;CARELMAPU 2402;PEDRO A. CERDA;;344898;6291653;-70.6697906168755;-33.5034269423971
91978;Fullcarga;BIG CHANCE 2;BENITO REBOLLEDO 2927;MACUL;;351117;6291881;-70.6028219055622;-33.5022500837448
91979;Fullcarga;KAVIMAR;LUCILA GODOY 02164 A;LO ESPEJO;;343981;6290265;-70.6798890526994;-33.5156922253547
91981;Fullcarga;LUDIGO;AV. LOS CERRILLOS 4030 LOCAL 154;PEDRO A. CERDA;;343472;6293847;-70.6847420027249;-33.4833246775658
91986;Fullcarga;LA KELA;CELANOVA 1298;LA PINTANA;;346410;6285568;-70.6545587280701;-33.5583858333333
91987;Fullcarga;LA ESQUINA - ESTACION CENTRAL;JUANA WEBER 4507;ESTACION CENTRAL;;342278;6295485;-70.6973116364787;-33.4684923105317
91988;Fullcarga;SAGITARIO;DOCTOR AMADOR NEGHME 3900;MACUL;;352169;6292232;-70.5914448362027;-33.4992327608546
91994;Fullcarga;LA CHILOTA;JOSE JOAQUIN AGUIRRE LUCO 1065;HUECHURABA;;347002;6305756;-70.6447329569892;-33.3764619892473
91996;Fullcarga;LA ESQUINA - LA PINTANA;EL OMBU 02762;LA PINTANA;;349315;6281563;-70.6239485714285;-33.594908095238
92139;Fullcarga;FARM REX LA REINA;MONSEÑOR EDWARDS 1182;LA REINA;;354825;6298431;-70.5618526751709;-33.4435873741452
92141;Fullcarga;COUNTY SIDE SN MIGUEL;LLANO SUBERCASEAUX 4005 LOC. 3;SAN MIGUEL;;346592;6293130;-70.65205409;-33.49052416
92145;Fullcarga;CALVER . CERRILLOS;BUZETA 4018;CERRILLOS;;343202;6294274;-70.68833296;-33.47972286
92146;Fullcarga;JACQUELINE VERGARA SN RAM;SANTA ROSA 8581 2 PISO;SAN RAMON;;348233;6287777;-70.6345504042565;-33.5388466285391
92148;Fullcarga;DAMU 4 LIFE;MILAN 1220;SAN MIGUEL;;346800;6294559;-70.64957848;-33.4776734
92150;Fullcarga;CARLOS BUSTOS-MINIMARKET;AV. 5 DE ABRIL 5172;ESTACION CENTRAL;;341663;6295909;-70.70460915;-33.46475484
92151;Fullcarga;MULTISERVICIOS LI MACUL;VIA LACTEA 932;MACUL;;351029;6293185;-70.60430147;-33.49065367
92152;Fullcarga;AQUILES FUENZALIDA FLORES;AV. JOSE PEDRO ALESSANDRI 4261;MACUL;;351435;6292983;-70.59989417;-33.49268128
92153;Fullcarga;RAMON PONCE SN JOAQUIN;VICUNA MACKENNA 5561;SAN JOAQUIN;;350129;6291299;-70.61419479;-33.50771073
92155;Fullcarga;JU-CA PEDRO A CERDA;SALESIANOS 2139;PEDRO A. CERDA;;345374;6293340;-70.66512877;-33.48845672
92157;Fullcarga;LA ECONOMICA EST CENTRAL;PADRE JAIME LARRAIN HURTADO 132;ESTACION CENTRAL;;342242;6296049;-70.69820526;-33.4635234
92158;Fullcarga;LOS LAZOS HUECHURABA;LEQUENA 6683 B;HUECHURABA;;343525;6307595;-70.68254153;-33.35966644
92163;Fullcarga;VIRGENCITA DE CHAPI;SAN FRANCISCO 6998 A;LO PRADO;;338939;6298981;-70.7325966073259;-33.4364753376874
92165;Fullcarga;SAN CRISTOBAL;PAULO SUAREZ 7261;CERRILLOS;;340251;6291907;-70.7197512746218;-33.5004462501269
92167;Fullcarga;PET SHOP ALININ HUECHURAB;MEJILLONES 2166;HUECHURABA;;342869;6307707;-70.68929044;-33.35844291
92174;Fullcarga;MARION LA PINTANA;GABRIELA FIGUEROA 10734;LA PINTANA;;349194;6285534;-70.62533615;-33.55938159
92177;Fullcarga;DONA FLOR LO ESPEJO;CALLE GABRIELA MISTRAL 9115;LO ESPEJO;;342207;6289056;-70.69995919;-33.52661504
92180;Fullcarga;LA SIN ENVIDIA LA PINTANA;CALLE JULIO BARRENECHEA 723;LA PINTANA;;346212;6282863;-70.65796;-33.582998
92181;Fullcarga;MARIYUN SN RAMON;AV. STA. ROSA 10491 26;SAN RAMON;;348562;6285832;-70.6313476886051;-33.5564300446841
92183;Fullcarga;CAROL CLUB LA GRANJA;CALLE 2 NORTE 745;LA GRANJA;;349987;6288092;-70.61636729;-33.53642693
92184;Fullcarga;LA QUENITA CERRILLOS;CALLE EL ALAMO 5281;CERRILLOS;;341853;6293477;-70.70298458;-33.48670796
92186;Fullcarga;ALMACEN DON RENE LO ESPEJ;CALLE HUASCO 6810;LO ESPEJO;;344114;6290631;-70.67900788;-33.51272321
92187;Fullcarga;BAZAR VALLE VERDE EST CEN;AV. DEL PARQUE  076 03;ESTACION CENTRAL;;339877;6296151;-70.7230144617819;-33.4621347693076
92188;Fullcarga;BOTILLERIA TIMY LA PINTAN;CALLE ISABEL BRAVO 13119;LA PINTANA;;345856;6282887;-70.6617413;-33.58277145
92189;Fullcarga;CARMELITA EST CENTRAL;CALLE PADRE VICENTE IRARRAZABAL 1384;ESTACION CENTRAL;;342680;6295650;-70.6929604688548;-33.4670672309781
92191;Fullcarga;SUAREZ CAVIERES ALICIA Y;CALLE SANTA FE 744;SAN MIGUEL;;346898;6290725;-70.6484183455555;-33.5119627699206
92192;Fullcarga;MINIMARKET 17;AV. LO OVALLE 2041;PEDRO A. CERDA;;344464;6291071;-70.67530871;-33.50877862
92193;Fullcarga;EL FARO LA REINA;CALLE QUINCHAMALI 467;LA REINA;;357033;6297106;-70.53894105;-33.4560795
92195;Fullcarga;3 ORIENTE;3 ORIENTE 3437;PEDRO A. CERDA;;344106;6294186;-70.6785239430932;-33.4805714128192
92196;Fullcarga;PANADERIA LA REINA;VASCO NUNEZ DE BALBOA 4936;SAN JOAQUIN;;347967;6291796;-70.63748526;-33.50274853
92198;Fullcarga;MARIA LORETO ROJAS LAZO;CALLE VALENZUELA LLANOS 1314 1;LA REINA;;357514;6298876;-70.53349306;-33.44017399
92199;Fullcarga;MINIMARKET - LOS CARACOLES;LOS CARACOLES 168;LA REINA;;357475;6297351;-70.5341847383959;-33.4538920847552
92200;Fullcarga;BOTILLERIA NELSON;AV. LAS INDUSTRIAS 6674;LA GRANJA;;349397;6289155;-70.6230408019735;-33.5234882527091
92201;Fullcarga;DON TOMAS;AV. MAQUINISTA GENTOSO 1101;ESTACION CENTRAL;;343342;6296175;-70.6862847810177;-33.4625680215968
92202;Fullcarga;LA ESQUINA - LA PINTANA 2;BERNARDINO PARADA 0800 2;LA PINTANA;;346498;6283377;-70.6539948590764;-33.5782658747352
92204;Fullcarga;ALMACEN INFOSER LA GRANJA;CALLE DIAGONAL SUR ORIENTE 0277;LA GRANJA;;348602;6287099;-70.630700881804;-33.545014559992
92205;Fullcarga;SAN MARCOS MACUL;CASTILLO URIZAR 2598;MACUL;;350542;6294459;-70.60932814;-33.47910629
92206;Fullcarga;GUILLERMO JAVIER VILLARRO;CALLE SALAR DEL CARMEN 469;LA REINA;;357435;6297055;-70.53475856;-33.45663562
92207;Fullcarga;MINIMARKET - LO BARNECHEA;LA PASARELA 13 D;LO BARNECHEA;;360010;6307432;-70.5055541309999;-33.36175946
92208;Fullcarga;NANCY SN MIGUEL;CARNOT 790;SAN MIGUEL;;347407;6294141;-70.64311812;-33.48152362
92212;Fullcarga;RITA;DOMINGO SANTA CRUZ 0827;LA PINTANA;;346561;6282304;-70.654608822757;-33.5849289905
92213;Fullcarga;MINIMARKET LUKAS;BOMBERO GABRIEL LIMA MILLAN 1567;SAN RAMON;;347711;6289788;-70.6403928720042;-33.5209369251694
92214;Fullcarga;EL TREBOL - FRANCIA;FRANCIA 4069 116;CERRILLOS;;340268;6293859;-70.7201848372481;-33.4798860599245
92215;Fullcarga;ALMACEN BERTITA;HAYDN 5755;SAN JOAQUIN;;349466;6290932;-70.6207420666666;-33.5104642666666
92218;Fullcarga;EL ALVEAR LA PINTANA;CALLE CELANOVA 1726;LA PINTANA;;346994;6285583;-70.64902815;-33.55862679
92220;Fullcarga;EL TREBOL;CALLE FELIX MARGOZ 9;CERRILLOS;;341574;6292665;-70.705692;-33.494254
92221;Fullcarga;LA TURKITA;ALPATACAL 1738;SAN RAMON;;347266;6286836;-70.6456940072128;-33.547387907917
92225;Fullcarga;HERNAN;URUGUAY 1447;SAN RAMON;;347173;6288500;-70.6464162923635;-33.5324688481977
92226;Fullcarga;JUAN PIZARRO PALMA;NECOCHEA S/N;LO PRADO;;340868;6298486;-70.71269495;-33.44140359
92227;Fullcarga;LOS TORITOS LA PINTANA;AV. JUANITA 13522;LA PINTANA;;349843;6282325;-70.61889216;-33.58840027
92229;Fullcarga;FARM ESPOZ;SAN ROSA 8850 A;LA GRANJA;;348362;6287502;-70.6339620380874;-33.5415165317525
92231;Fullcarga;VICTOR HUGO PEDRO A CERDA;CALLE GRAL. MORA 4374;PEDRO A. CERDA;;343569;6292876;-70.68387275;-33.4920885833333
92234;Fullcarga;LEO LO ESPEJO;PASAJE CACIQUE PELANTARO 8070;LO ESPEJO;;343161;6286287;-70.6900412051075;-33.5516462095838
92240;Fullcarga;RICHY;GOLFO TRINIDAD 1043;LA PINTANA;;347328;6283255;-70.6457822171174;-33.5797579411356
92241;Fullcarga;LEIDY SN JOAQUIN;ARTEMIO GUTIERREZ 2505;SAN JOAQUIN;;348402;6294576;-70.63225286;-33.47786515
92246;Fullcarga;LOS BARRABASES LA PINTANA;BERNARDINO PARADA 0757;LA PINTANA;;346359;6283377;-70.6554833333333;-33.5781358333333
92249;Fullcarga;EL PENALOZA;PASAJE JOSE MANUEL BALMACEDA  1671;LA PINTANA;;348438;6283288;-70.63386815;-33.57952202
92251;Fullcarga;BRISTELA DEL ROSARIO MUNO;CALLE LAS PETUNIAS  119 - POB. ARAUCANA;HUECHURABA;;349531;6305697;-70.61830995;-33.37761422
92252;Fullcarga;ASEOLANDIA;SEBASTOPOL 404;SAN JOAQUIN;;348454;6290264;-70.6325262438961;-33.5167470491523
92254;Fullcarga;CUATRO ESTRELLAS SN JOAQU;CALLE SAN GREGORIO 4367;SAN JOAQUIN;;348048;6292412;-70.63651194;-33.49720728
92257;Fullcarga;ALICIA ESMERALDA ESCOBAR;PASAJE RAUCO 1339;ESTACION CENTRAL;;342184;6294831;-70.69919253;-33.47454857
92260;Fullcarga;RONALD LA GRANJA;AV. TOME 273;LA GRANJA;;348829;6288486;-70.628023903003;-33.5325430634221
92263;Fullcarga;MAMI MARIA;ALMIRANTE LATORRE 10600;LA PINTANA;;347230;6285766;-70.645689047619;-33.5567188095237
92265;Fullcarga;AMASANDERIA ROYAL;CALLE 5 DE ABRIL 1400 1;CERRILLOS;;339475;6290876;-70.72904922;-33.50981657
92267;Fullcarga;DIMAR LA PINTANA;CALLE JOSE EDWARDS BELLO 13077;LA PINTANA;;346439;6282847;-70.655475;-33.58321281
92271;Fullcarga;LA CASITA LO ESPEJO;PASAJE TEMISTOCLES 6498;LO ESPEJO;;343663;6291250;-70.68379353;-33.5071939
92275;Fullcarga;TIO LALO LO ESPEJO;PASAJE PEGASO 3314;LO ESPEJO;;342672;6289514;-70.69487048;-33.52255153
92276;Fullcarga;ROMERO KIOSCO;LUIS CARRERA FRENTE AL 1332;VITACURA;;353323;6303603;-70.5771634823551;-33.3968682193765
92278;Fullcarga;ANTU;AV. LA DEHESA 2014;LO BARNECHEA;;358742;6308613;-70.5187632341543;-33.3527634071324
92280;Fullcarga;SAN RAFAEL EST CENTRAL;EL CARMELO 303;ESTACION CENTRAL;;342179;6295824;-70.69906968;-33.46559571
92281;Fullcarga;AL PASO PUNTO BIP - CLUB HIPICO;CLUB HIPICO 3095 A;PEDRO A. CERDA;;345379;6294030;-70.66487239;-33.48238516
92288;Fullcarga;TORITO;AV. LA FERIA 7562;LO ESPEJO;;343505;6290152;-70.685616;-33.517206
92289;Fullcarga;AL PASO PUNTO BIP - CARLOS VALDOVINOS;AV. CARLOS VALDOVINOS 2206;PEDRO A. CERDA;;345350;6294421;-70.66495654;-33.4788683
92291;Fullcarga;BRAVO INOX SN MIGUEL;CALLE ING. BUDGE 730;SAN MIGUEL;;347274;6292408;-70.644082173913;-33.4968449275362
92294;Fullcarga;DONDE EL RUBIO;AV. JOAQUIN EDWARDS BELLO 10952;LA PINTANA;;349432;6285159;-70.6228453;-33.56279235
92296;Fullcarga;ANGELITO ESTACION CENTRAL;CALLE RADAL 529;ESTACION CENTRAL;;341809;6297697;-70.7025844087932;-33.4486374006181
92297;Fullcarga;AMARU PEDRO A CERDA;CALLE RANQUIL 4305;PEDRO A. CERDA;;344300;6293634;-70.67663601;-33.48565238
92298;Fullcarga;MINIMARKET EMY LO PRADO;PASAJE LA COMUNA 5651;LO PRADO;;340907;6297775;-70.7122481671285;-33.4479528487659
92300;Fullcarga;BAZAR LOS NIETOS LO ESPEJ;AV. LO OVALLE 2680;LO ESPEJO;;343967;6291218;-70.68064225;-33.50738589
92301;Fullcarga;LA MAMA;PRIMERO DE MAYO 4159;PEDRO A. CERDA;;344020;6293801;-70.6788681880353;-33.4839294399628
92303;Fullcarga;RUAN LO ESPEJO;CALLE BALMACEDA 3088;LO ESPEJO;;342344;6288593;-70.6978080392156;-33.5305242647058
92305;Fullcarga;EL FUTURO LA PINTANA;CALLE SAN FRANCISCO 10944;LA PINTANA;;346323;6285308;-70.65630123;-33.56100589
92306;Fullcarga;JUAN BARRAZA SEPULVEDA;BALDOMERO LILLO 1951;LA PINTANA;;348832;6282914;-70.629456;-33.582924
92310;Fullcarga;MINIMARKET EXPRESS LA REI;CALLE VALENZUELA LLANOS 9008;LA REINA;;357063;6298055;-70.53859945;-33.44756637
92313;Fullcarga;SOLEY LO PRADO;GABRIELA MISTRAL 677;LO PRADO;;338573;6297482;-70.7373815972298;-33.4500539557388
92314;Fullcarga;PABLO CESAR PEREZ CABRERA;CALLE PTE. BUIN 9036 G;PENALOLEN;;357422;6296529;-70.5347948508329;-33.4614893414047
92315;Fullcarga;MARIA OVIEDO MACUL;AV. MACUL 3355 B;MACUL;;351466;6293813;-70.59949373;-33.48505778
92316;Fullcarga;EL CLAN DESTINO PAC;AV. CENTRAL CARDENAL SILVA HENRIQUEZ 6308;PEDRO A. CERDA;;343004;6291778;-70.6901508783859;-33.5020227411559
92317;Fullcarga;CLAUDIO ESPOZ ALVARES - # 6179;CALLE SAN PABLO 6179;LO PRADO;;339912;6298173;-70.72303499;-33.44407684
92318;Fullcarga;ERBI - CERRILLOS;CALLE SAN JUAN 7209;CERRILLOS;;340348;6291980;-70.7193680457437;-33.5000443202893
92319;Fullcarga;FARM ESPOZ EST CENTRAL;AV. GLADYS MARIN MILLIE 6997 7003;ESTACION CENTRAL;;339231;6295482;-70.73084261;-33.46823941
92321;Fullcarga;CLAUDIO ESPOZ ALVARES;CALLE SAN PABLO 7185;LO PRADO;;338685;6298109;-70.73623901;-33.44447615
92322;Fullcarga;JAIR;PASAJE 32 1096;LA PINTANA;;347504;6282852;-70.64478574;-33.58283063
92324;Fullcarga;FARM ESPOZ EST CENTRAL - BO 6002;BERNARDO O'HIGGINS 6002;ESTACION CENTRAL;;341384;6296647;-70.7074708164793;-33.4580598939803
92325;Fullcarga;NITO LA PINTANA;PASAJE LAS FLAUTAS 10652;LA PINTANA;;350359;6285759;-70.61275491;-33.55751901
92327;Fullcarga;NELLY JEREZ;CALLE CARMEN MENA 314;SAN JOAQUIN;;348976;6291064;-70.62673405;-33.50961855
92328;Fullcarga;VIVI LA PINTANA;TENIENTE MONTT SALAMANCA 12431;LA PINTANA;;346138;6283526;-70.657829691358;-33.5767572530864
92330;Fullcarga;FARMASUR;CALLE BERNARDINO PARADA 806;LA PINTANA;;346528;6283384;-70.6536547435897;-33.5781
92331;Fullcarga;ERBI SN MIGUEL 2;GRAN AVENIDA 4293;SAN MIGUEL;;346551;6292795;-70.651803647778;-33.4933614087607
92332;Fullcarga;ERBI - VITACURA;JOSE MARIA ESCRIVA DE BALAGUER 9471;VITACURA;;356207;6305987;-70.5457842732738;-33.3757646265784
92333;Fullcarga;LA PAPA;CALLE MANUEL RODRIGUEZ 4309;ESTACION CENTRAL;;342740;6294977;-70.6929623;-33.47329351
92335;Fullcarga;MINIMARKET 4 M PTE ALTO;CALLE DARWIN  180;SAN JOAQUIN;;349231;6293293;-70.6236471992132;-33.4895567592746
92337;Fullcarga;SOFIAS MACUL;LAS CODORNICES 3131;MACUL;;351388;6291647;-70.60069867;-33.50457575
92338;Fullcarga;MINIMARKET CERRO 18;CAMINO CIRCUNVALACION NORTE 1227;LO BARNECHEA;;360440;6308518;-70.5006731492148;-33.353740815292
92339;Fullcarga;MAU LHU LA REINA;AV. JOSE ARRIETA 7226 B;LA REINA;;355620;6296382;-70.55417329;-33.46246597
92340;Fullcarga;KIOSCO PAOLA;MONSENOR ESCRIVA DE BALAGUER 12783;LO BARNECHEA;;359117;6306765;-70.5143831547618;-33.369021547619
92341;Fullcarga;VOY Y VUELVO LA GRANJA;LAS VERBENAS 669;LA GRANJA;;349401;6285977;-70.6222802083333;-33.555123125
92343;Fullcarga;TIA MAGGY MACUL;CALLE LOS APOSTOLES 3917 A;MACUL;;352635;6293157;-70.58702239;-33.49119729
92344;Fullcarga;REPUESTOS 38 1/2 ;AV. STA. ROSA 13260;LA PINTANA;;348934;6282229;-70.6279427777777;-33.5888514814814
92347;Fullcarga;INTERNET R.A.P. CERRILLOS;AV. LO ERRAZURIZ 4275;CERRILLOS;;340007;6294620;-70.7225296;-33.47628675
92348;Fullcarga;ROMARKET LA PINTANA - #10727;SALVADOR SANFUENTES 10727;LA PINTANA;;349688;6285664;-70.6200024;-33.5582773
92349;Fullcarga;HAYDEE OLIVERO;AV. LA BANDERA 9127;SAN RAMON;;347337;6287292;-70.64494661;-33.54321962
